customer_id,tenure_months,monthly_charges,support_calls_ltm,internat_plan,contract_type,total_charges,churn_actual
TEL-0098,35,92.13934511062882,1,0,0,2977.5602001481907,0
TEL-0099,65,106.28805029124123,1,0,1,7005.427873536161,0
TEL-0100,47,20.210384317588343,4,1,0,886.8941665705185,0
TEL-0101,3,91.75721247315944,2,0,1,284.28481069799625,0
TEL-0102,1,102.95875568652504,3,0,1,101.50464851955061,0
TEL-0103,5,24.05587375446814,0,0,1,128.66978300599308,0
TEL-0104,14,107.15977272882306,2,0,0,1583.729721320413,1
TEL-0105,27,45.66942283100458,0,1,0,1288.4103698836914,0
TEL-0106,9,86.52921019780553,2,0,1,810.0282125732818,0
TEL-0107,15,100.03548790234066,1,0,0,1518.685170159454,1
TEL-0108,42,86.26645130593555,2,1,1,3305.1570906137063,0
TEL-0109,51,29.228479207325723,3,1,1,1537.0086369031822,0
TEL-0110,63,79.63215188603684,0,0,1,4983.636435748471,0
TEL-0111,52,74.95836567221437,1,0,1,3874.1008745878808,0
TEL-0112,4,110.03212680742715,5,0,1,429.47935112623696,1
TEL-0113,23,60.42397296442092,1,0,1,1509.0117572294698,0
TEL-0114,15,52.108109708705015,0,1,0,742.4547830235161,1
TEL-0115,43,94.98507644364662,0,1,0,3934.5394942544813,0
TEL-0116,29,61.267532608339664,2,0,0,1941.3007699222767,0
TEL-0117,36,84.6096175005063,3,1,0,3234.888550156653,1
TEL-0118,13,84.64500901246069,0,0,1,993.4467011054364,0
TEL-0119,32,108.80390643601179,4,0,1,3764.5160030616553,0
TEL-0120,71,79.86924023190974,0,0,1,5360.694946148482,0
TEL-0121,59,70.21536099619868,1,1,1,4313.3299042009485,0
TEL-0122,28,33.887132639651696,1,0,1,958.9112883123747,0
TEL-0123,66,31.573760667870538,0,0,1,2099.210426833879,0
TEL-0124,42,35.43215652830794,1,1,0,1553.010522695911,0
TEL-0125,45,37.18484813270945,1,0,1,1575.3224534894862,0
TEL-0126,62,83.7877092663634,2,0,0,4840.576134704592,0
TEL-0127,57,94.09812502745785,2,1,1,5526.552609227388,0
TEL-0128,6,72.99915229264187,3,0,0,419.64986724093393,1
TEL-0129,28,102.9017732545491,0,1,1,3154.3634252205093,0
TEL-0130,28,119.12632267336332,2,1,1,3303.190223550494,0
TEL-0131,44,102.0012629119356,3,0,1,4139.420736718337,0
TEL-0132,30,89.48823736759591,1,0,1,2784.4167512092968,0
TEL-0133,62,73.24926994371467,0,0,1,4365.39097663867,0
TEL-0134,62,64.88530716747081,1,0,0,3740.1502868871153,0
TEL-0135,1,28.439238054454236,1,0,0,28.00026910345108,0
TEL-0136,27,59.93687483946909,1,0,1,1768.5453965944816,0
TEL-0137,62,111.01346367821343,1,0,0,6760.913006757762,0
TEL-0138,3,100.8022629906553,3,0,0,293.17332783402367,1
TEL-0139,70,41.605136501168715,1,0,0,2880.0375841740365,0
TEL-0140,27,66.66077846972158,1,0,0,1624.21818559594,0
TEL-0141,9,101.67232025585446,2,0,0,847.9047301385225,0
TEL-0142,62,26.738455478552254,2,0,0,1773.7212538614922,0
TEL-0143,37,58.73925856686593,2,0,0,2381.140030299547,0
TEL-0144,51,105.18412368739476,2,0,0,4997.403232173926,0
TEL-0145,44,60.389786417012374,2,0,1,2676.0258408527206,0
TEL-0146,24,27.761464473144088,2,0,1,728.4164228205844,0
TEL-0147,59,74.25343685322514,2,0,0,4080.0526197825056,0
TEL-0148,32,106.17424949182954,3,0,1,3184.418601757859,0
TEL-0149,52,79.02855429531597,1,0,0,4460.283889122247,0
TEL-0150,62,42.627910821423185,3,0,1,2751.6541005887407,0
TEL-0151,58,58.423962013738134,0,0,1,3152.7213700144034,0
TEL-0152,52,65.01233611819322,1,0,1,3308.628859397453,0
TEL-0153,12,77.92663538205268,0,0,1,852.1314879480607,0
TEL-0154,39,95.93510257526131,1,0,0,3691.0875266964313,0
TEL-0155,2,29.88736176406354,0,1,0,63.09702052833028,0
TEL-0156,3,108.96520330175663,1,0,1,330.42425544562445,0
TEL-0157,56,21.23097030160756,0,0,0,1223.9941371562645,0
TEL-0158,59,57.005233467425526,1,1,0,3246.8173007878436,0
TEL-0159,2,22.742030997265765,1,0,0,42.403844180752074,0
TEL-0160,2,59.297422534529126,5,0,0,107.04647458838792,1
TEL-0161,54,72.58125988733238,0,0,1,4171.257585418732,0
TEL-0162,1,71.16813865815118,2,0,1,73.11322878370909,0
TEL-0163,19,36.562834702826535,0,0,0,657.086085046719,0
TEL-0164,2,84.57405100956123,2,0,0,166.38875385069417,1
TEL-0165,53,24.477845050466822,1,0,1,1375.5398128831316,0
TEL-0166,44,96.19068201324154,1,0,1,4265.148864771322,0
TEL-0167,32,114.66444339935462,2,0,1,3522.609026947795,0
TEL-0168,70,53.97688271511179,2,0,1,3602.4486339046653,0
TEL-0169,32,71.72393817143319,1,0,1,2165.5414822800235,0
TEL-0170,68,57.891027805881436,1,0,1,4191.468245497148,0
TEL-0171,55,20.671039030405996,4,0,1,1155.520670216829,0
TEL-0172,56,58.587450289511594,2,0,0,3418.1418487528217,0
TEL-0173,17,99.17202592613465,4,0,1,1807.3516114969932,1
TEL-0174,38,79.59888421834819,1,0,0,3319.285327301616,0
TEL-0175,24,30.125991461515895,1,0,1,686.7979294772939,0
TEL-0176,69,104.7139489693785,0,0,0,6764.149821991807,0
TEL-0177,70,73.10853448852428,1,0,1,5078.701977666125,0
TEL-0178,11,104.17233617446762,2,0,0,1039.3437337822234,0
TEL-0179,16,78.02215187850294,1,0,1,1321.1878920113263,0
TEL-0180,59,75.96884448379399,1,0,0,4826.176707856337,0
TEL-0181,70,30.52591851970124,1,0,0,2216.320753974856,0
TEL-0182,3,36.7359733138628,2,0,0,105.09416278979961,1
TEL-0183,20,117.20252564965911,3,0,0,2167.381992090133,1
TEL-0184,59,42.84867467547708,1,1,0,2468.482214718016,0
TEL-0185,36,117.7452117990368,1,0,0,4521.418072068517,0
TEL-0186,19,73.19127065242634,0,0,1,1348.310972080415,0
TEL-0187,67,33.578904706393715,2,0,0,2040.22105004734,0
TEL-0188,19,29.930220275369294,1,0,0,543.0020006038066,0
TEL-0189,20,40.886407070573995,1,0,1,897.856604035467,0
TEL-0190,71,112.56373300253358,3,0,1,8274.413267105718,0
TEL-0191,52,61.41502243282268,1,0,0,3449.6136536104264,0
TEL-0192,33,59.54342679929144,2,0,0,2072.9514559484087,0
TEL-0193,40,51.320626107017404,1,0,1,2069.126739532412,0
TEL-0194,39,34.70618505665884,1,0,0,1258.438398954133,0
TEL-0195,1,68.78511971924064,1,0,0,66.70291818394664,0
TEL-0196,11,33.00477825111387,1,0,1,369.1329814071754,0
TEL-0197,57,103.54802363823276,4,0,0,6339.749365545839,0
TEL-0198,50,57.03969862753065,2,0,1,2720.0378746875977,0
TEL-0199,23,57.48035677817963,1,0,0,1221.896938331898,0
TEL-0200,31,67.40064284831558,2,1,1,2114.005011643179,0
TEL-0201,42,64.41277131657516,3,0,1,2530.3017919850136,0
TEL-0202,7,119.48579730593215,2,0,0,854.8619107408551,0
TEL-0203,16,74.53811212183025,1,0,1,1136.2044651987042,0
TEL-0204,60,28.82017037898707,3,0,1,1636.1659180875424,0
TEL-0205,2,80.687734157693,3,1,0,158.12151806236267,1
TEL-0206,1,35.158429286987996,2,1,1,35.81372445063423,0
TEL-0207,48,23.093764473134197,0,0,0,1118.5476290998363,0
TEL-0208,12,117.07421536772482,2,0,1,1333.1665585211456,0
TEL-0209,69,97.3538891534564,0,0,0,7242.8772169055665,0
TEL-0210,37,118.01089924137669,0,0,0,4025.720743173444,1
TEL-0211,32,67.78784480222424,2,0,0,1969.4126249626504,1
TEL-0212,9,73.22575311489761,3,0,0,672.5691171024813,1
TEL-0213,19,36.83369559191303,0,0,0,647.1292544587712,0
TEL-0214,48,44.69074266675856,3,0,1,2147.253959579182,0
TEL-0215,3,103.85492149028282,0,1,1,339.71609186111027,0
TEL-0216,20,55.61856471175942,0,0,0,1156.5502929482914,0
TEL-0217,24,102.6814973796419,2,0,0,2522.246901362611,0
TEL-0218,54,90.90137242870318,1,0,1,4982.113005291836,0
TEL-0219,33,37.71709252718655,0,0,0,1164.8908587347685,0
TEL-0220,24,70.74463661197422,1,0,0,1675.0002138631698,0
TEL-0221,36,87.73873215187169,2,0,1,3059.1134852543614,0
TEL-0222,38,43.50372148038251,0,0,0,1802.9406015958846,0
TEL-0223,25,103.06885105200769,3,0,0,2443.9274878403594,1
TEL-0224,18,74.48276575451868,0,0,1,1333.0522416076087,0
TEL-0225,66,36.52420504426032,0,0,1,2621.8041393886633,0
TEL-0226,54,78.29844261646025,0,0,0,4472.653764273605,0
TEL-0227,35,119.9713804155914,2,0,1,4589.098055912916,0
TEL-0228,61,35.05214916634135,1,0,1,2184.5070399510323,0
TEL-0229,41,101.67569301195282,0,0,0,4030.1247522925564,0
TEL-0230,33,40.7309003187558,4,0,0,1431.9309908465073,1
TEL-0231,68,98.23883294600873,3,0,0,6401.61618207714,0
TEL-0232,33,93.45779231214132,1,0,0,2877.331826849084,1
TEL-0233,14,50.04893856004324,1,0,0,729.5938411431003,0
TEL-0234,21,52.58231175644498,2,0,0,1134.9163089705514,0
TEL-0235,48,99.25213919629192,1,0,0,5125.172978017344,0
TEL-0236,20,66.14455118873127,5,0,1,1445.1062469294498,0
TEL-0237,8,93.08180287118088,2,0,1,797.852175609603,0
TEL-0238,7,34.798414736583474,0,0,1,222.15414160847254,0
TEL-0239,67,105.25577819015535,0,0,1,7284.171396851596,0
TEL-0240,17,91.08847166823192,0,0,1,1636.685875455402,0
TEL-0241,33,110.69428088348339,3,0,1,4004.999842776598,0
TEL-0242,48,33.237237903497245,1,0,0,1555.3946621843754,0
TEL-0243,59,79.30145003605978,4,1,0,4369.874900134122,0
TEL-0244,22,79.91205850403252,3,0,1,1882.1611600110418,0
TEL-0245,30,55.34607405467825,3,0,0,1599.7672268942224,0
TEL-0246,38,65.84664245692578,2,0,0,2551.3160282822514,0
TEL-0247,51,23.798156328985346,1,1,1,1186.9788963164847,0
TEL-0248,54,94.5860038627012,0,1,1,5007.86766278636,0
TEL-0249,8,74.93224794031741,0,0,1,627.3285211082058,0
TEL-0250,27,25.774105186917378,0,0,0,676.6209247181072,0
TEL-0251,27,88.07558929604855,1,1,0,2469.869014501006,1
TEL-0252,21,66.67820772311879,1,0,1,1264.2307880287453,0
TEL-0253,30,23.4461259425,1,0,0,678.7157420051088,0
TEL-0254,28,116.96077268480954,1,0,0,3156.3790356517666,0
TEL-0255,64,114.91121430894405,2,0,0,7720.320466048323,0
TEL-0256,69,71.29024161471975,1,0,1,4736.586972956827,0
TEL-0257,61,29.36724207059102,1,0,1,1839.1702583891183,0
TEL-0258,48,95.46212215985918,1,0,1,4754.9524829129405,0
TEL-0259,19,69.1931100105729,2,0,0,1356.3245234117255,0
TEL-0260,4,50.24474782893799,0,0,0,205.13096328104228,0
TEL-0261,35,69.14181775285567,1,0,0,2378.154804935537,1
TEL-0262,64,72.24441454054644,0,0,1,4506.48403187581,0
TEL-0263,49,76.27116990223392,0,0,0,3785.561161765222,0
TEL-0264,17,64.12237136553264,0,0,0,994.9605814744139,0
TEL-0265,44,80.57553031390566,2,1,1,3811.8039048788014,0
TEL-0266,30,111.87347106063774,3,0,0,3574.5689372554866,1
TEL-0267,46,56.226808709859114,3,0,1,2506.9700670569596,0
TEL-0268,6,92.5716463219949,0,0,1,562.85254544109,0
TEL-0269,37,109.44525568242322,1,0,0,4399.533465211756,1
TEL-0270,24,65.5979275759937,1,0,0,1502.445528266809,1
TEL-0271,46,64.34558363819042,2,1,0,3103.425363851766,0
TEL-0272,53,80.21169853547795,2,0,0,3896.440243296452,0
TEL-0273,60,79.1406759422488,1,0,0,4770.636807123823,0
TEL-0274,63,100.6589342326277,0,0,1,6828.50189084532,0
TEL-0275,32,67.64833837782928,1,0,0,2187.1343298594447,0
TEL-0276,33,119.61229496394411,1,0,1,4038.980498742765,0
TEL-0277,67,25.947156886728077,1,0,0,1880.1923927465305,0
TEL-0278,18,20.316784858070175,1,0,0,381.45369629210046,0
TEL-0279,25,84.01983115596238,2,1,0,2182.7804662041353,0
TEL-0280,54,49.843491236187674,3,0,1,2738.049884233982,0
TEL-0281,58,44.03823886994838,2,0,0,2622.15423301896,0
TEL-0282,67,51.18990800042805,0,0,1,3638.0489824048777,0
TEL-0283,46,45.604756510495434,2,0,1,2298.8876337778024,0
TEL-0284,24,23.079004966044785,0,0,1,586.6120326814936,0
TEL-0285,32,117.15330423905887,2,0,1,3904.5129393388943,0
TEL-0286,47,42.07454884527817,2,0,0,1833.3615205219248,0
TEL-0287,23,93.40297625893064,1,1,1,2284.5032126971946,0
TEL-0288,66,96.25963946941752,2,0,1,6652.99707692004,0
TEL-0289,27,112.92573980072292,0,0,1,3213.9042555702563,0
TEL-0290,2,23.054945709337996,1,1,0,43.6300689806159,0
TEL-0291,17,107.20483384470077,1,0,1,1969.535964501344,0
TEL-0292,33,72.72261808398002,0,0,0,2206.5538253542472,0
TEL-0293,9,83.25441099658279,1,0,0,712.3665092451987,0
TEL-0294,43,84.44702771210336,2,0,1,3749.6170570200115,0
TEL-0295,48,101.97978049847275,1,0,1,5065.096947679302,0
TEL-0296,39,53.34073221591105,3,0,1,2002.6208027226846,0
TEL-0297,42,93.30511898599934,1,0,1,4076.758742376152,0
TEL-0298,26,72.85781097221971,1,0,0,1851.8443796205543,0
TEL-0299,50,99.33940143053478,1,0,0,4470.447420776742,0
TEL-0300,25,119.05460327701334,1,0,1,2775.5236165822203,0
TEL-0301,24,40.06510174037612,1,0,0,1035.1447143658754,0
TEL-0302,13,119.46486415599979,1,0,1,1466.9095962601828,0
TEL-0303,60,28.9812154282774,2,1,0,1604.2529793815663,0
TEL-0304,7,20.231754790481386,0,1,0,146.78301670805425,0
TEL-0305,57,24.416193617783126,2,0,1,1375.2189942141522,0
TEL-0306,36,54.17824047367617,5,0,0,2066.1118375884857,1
TEL-0307,45,83.29063306784342,0,0,1,4019.0232848253017,0
TEL-0308,20,26.902954088784963,2,0,0,575.2915733100151,0
TEL-0309,65,20.566581452956726,1,0,0,1286.8328998257794,0
TEL-0310,8,113.70910284587947,1,0,1,910.681820576314,1
TEL-0311,16,102.19266359399296,1,0,0,1684.181445600514,0
TEL-0312,14,100.9183171139031,1,0,1,1362.553971297167,0
TEL-0313,15,108.4424275501977,2,0,0,1477.3435005102663,0
TEL-0314,66,90.00342727721043,0,0,0,5935.075290321028,0
TEL-0315,32,30.440412974808144,1,0,1,879.18114400626,0
TEL-0316,63,59.9100188073723,1,0,1,4114.508351809629,0
TEL-0317,51,92.31494864646295,1,1,0,4987.423403594675,1
TEL-0318,25,48.03344607915209,2,0,1,1126.8669930175026,0
TEL-0319,58,88.74063641362376,1,0,1,4928.285100921643,0
TEL-0320,63,22.449844826765236,1,0,0,1550.9198201268646,0
TEL-0321,62,50.61373408795932,2,0,0,3058.6892832424264,0
TEL-0322,22,74.91303362771727,1,0,1,1741.6065508246538,0
TEL-0323,58,83.20898295062423,2,0,0,4774.786014070351,0
TEL-0324,58,77.70406644619109,1,0,0,4835.019966876657,0
TEL-0325,49,89.77562760734295,1,0,1,4578.268323669299,0
TEL-0326,52,20.608874823983907,2,0,0,969.4057075501183,0
TEL-0327,42,30.09411999775215,1,0,1,1211.9767341651032,0
TEL-0328,70,106.89442522791451,1,0,1,7569.396538308421,0
TEL-0329,15,88.17486440901612,0,1,1,1435.3564817867195,0
TEL-0330,54,31.29316426860113,2,0,1,1555.3304365899166,0
TEL-0331,60,104.20744373985792,1,0,0,6378.949297876763,0
TEL-0332,8,44.22312178245669,2,0,0,339.78759426262684,0
TEL-0333,53,67.82598841952235,2,0,0,3874.686727561963,0
TEL-0334,60,34.51965128846603,1,0,1,2181.0218268004883,0
TEL-0335,5,91.01100564217066,2,0,0,443.19654190848087,1
TEL-0336,68,86.68544210142679,3,1,0,5502.150654910848,0
TEL-0337,6,41.11124711661362,4,1,1,222.56796961119196,1
TEL-0338,47,106.34007668570018,1,0,1,5119.06920390102,0
TEL-0339,55,60.13060242197122,4,0,0,3245.0899812060616,0
TEL-0340,40,49.251509107074185,0,0,0,1897.072186051814,0
TEL-0341,52,35.23295894645354,1,0,1,2010.0129612359415,0
TEL-0342,16,46.616801251553746,0,0,1,740.8181149452221,0
TEL-0343,13,22.2026921223817,0,0,0,303.05746979758703,0
TEL-0344,30,78.32574924561156,3,0,0,2198.170992671581,1
TEL-0345,19,104.22307463439479,1,0,1,1787.5434999091813,0
TEL-0346,17,74.89804494416418,2,0,1,1252.2738086963416,0
TEL-0347,63,41.927396192387576,0,0,1,2728.94423925974,0
TEL-0348,19,23.366917821387272,0,1,0,444.55736513385756,0
TEL-0349,58,41.462807325880284,3,0,0,2592.6448205038537,0
TEL-0350,55,61.61214280710923,2,0,1,3343.923444319389,0
TEL-0351,62,95.96114286997965,2,0,0,5724.699670930637,0
TEL-0352,23,38.78428525377741,6,0,0,966.2648533093518,1
TEL-0353,9,91.97914533546862,0,0,0,812.3822638540565,0
TEL-0354,12,106.69334683518836,2,1,1,1221.335264600711,0
TEL-0355,1,65.39468481083571,0,0,1,60.13251939700855,0
TEL-0356,58,102.14319916425933,0,0,1,6271.836895082967,0
TEL-0357,1,75.46573480350956,5,0,1,80.37238799700069,1
TEL-0358,34,83.7090837080905,2,0,1,2580.4517847394754,0
TEL-0359,48,72.62784603382028,2,0,1,3387.5804587546036,0
TEL-0360,1,66.31727167513418,2,0,0,69.63149662009263,0
TEL-0361,16,43.46534417758494,1,1,0,757.5323568755814,0
TEL-0362,61,50.31940594610461,3,0,1,2994.4768039447017,0
TEL-0363,64,48.9970118943609,2,0,0,3369.1464431928753,0
TEL-0364,63,76.32889309538147,3,0,1,4706.506498035922,0
TEL-0365,69,31.995369302388994,2,0,0,2066.1657907109966,0
TEL-0366,22,111.67916907023351,0,0,0,2212.940942474012,0
TEL-0367,67,92.06551452831133,1,0,1,5958.8875555634995,0
TEL-0368,26,60.14456309131936,0,0,1,1525.751502485079,0
TEL-0369,16,35.86241445263779,2,0,1,624.8801970056979,0
TEL-0370,51,108.19921697216358,3,0,1,5193.769786544618,0
TEL-0371,57,102.37780901011652,5,0,0,5698.085745843659,1
TEL-0372,29,92.17215527171793,1,0,0,2419.1406126785673,0
TEL-0373,69,47.154704741124235,2,1,1,3425.169136999453,0
TEL-0374,47,60.24466374336689,1,0,0,3066.593611269605,0
TEL-0375,62,30.274825245242337,1,1,0,1778.6149825309994,0
TEL-0376,69,38.903952472753176,2,0,0,2646.252003014333,0
TEL-0377,16,98.30166373167329,3,0,0,1453.9563540334173,1
TEL-0378,48,91.50387188506838,2,0,1,4354.268488038898,0
TEL-0379,39,79.34857629759347,1,0,1,2867.6631983168772,0
TEL-0380,33,109.57267259261728,1,0,1,3632.7833513242044,0
TEL-0381,23,78.32665178130455,2,0,1,1886.0479217313161,0
TEL-0382,10,66.69679999636108,1,0,0,674.0835847296737,0
TEL-0383,69,54.03707463057627,1,0,0,3538.5654260419064,0
TEL-0384,34,114.04485057361725,2,0,0,3764.1429775678475,0
TEL-0385,52,28.27154615243535,0,1,0,1510.8641216415847,0
TEL-0386,10,113.08873720608084,1,0,0,1151.1880257712064,0
TEL-0387,19,102.67146599310183,2,0,0,1809.0449669098316,0
TEL-0388,58,32.992992453570125,4,0,1,2045.6121806945287,0
TEL-0389,1,76.49843576752536,0,1,1,76.11883388696654,0
TEL-0390,69,106.65479817490869,2,0,1,6862.243871490999,0
TEL-0391,4,77.18091636071537,2,0,1,285.4351909860442,0
TEL-0392,16,110.71998215606223,1,0,0,1936.466543877578,0
TEL-0393,24,114.29838168160425,1,0,0,2623.3042807723486,0
TEL-0394,2,62.23845221843059,1,0,0,134.64899743617738,1
TEL-0395,32,57.73136614063236,2,0,0,1814.3667062274315,0
TEL-0396,24,113.63211539691568,2,1,0,2664.9484214664976,1
TEL-0397,12,87.5140061149668,2,1,0,1092.3699111681801,0
TEL-0398,50,31.602268134816928,2,0,1,1425.2254091700986,0
TEL-0399,35,24.229174922268122,1,0,1,820.5604211642267,0
TEL-0400,33,76.46290509972631,3,0,1,2423.680005904937,0
TEL-0401,33,113.01709654384246,1,0,0,4004.1332798182107,0
TEL-0402,61,104.42487024058184,0,0,1,6407.019990430433,0
TEL-0403,51,87.58477464643364,1,0,1,4345.835265916975,0
TEL-0404,43,33.91158488910875,0,1,1,1389.9776068273027,0
TEL-0405,12,45.42313837486956,0,0,0,554.9446354661665,0
TEL-0406,67,107.55112265526162,0,0,1,6703.921757776257,0
TEL-0407,65,38.28072366569005,0,0,1,2361.945991652846,0
TEL-0408,33,47.84394082504346,0,0,0,1513.6789586395382,0
TEL-0409,40,32.9600651195442,1,0,0,1346.8560923026182,0
TEL-0410,43,87.61082314144112,0,0,0,3671.7689537028728,0
TEL-0411,44,114.39823053632097,1,0,1,5039.344217441591,0
TEL-0412,29,46.89680315953859,0,0,1,1400.9267187590606,0
TEL-0413,13,67.54066078500736,0,0,0,958.1524922866549,0
TEL-0414,12,83.43397397112042,2,0,0,1054.239135244926,0
TEL-0415,46,119.94662482156306,0,0,1,5412.994751356941,0
TEL-0416,2,30.48080649975721,2,0,0,63.988666457777455,0
